연 번,건물유형,주  소,위   치,관리번호
382,가로등등주,남가좌동 191-10,오성문구앞,금모래길1/13A
383,가로등등주,남가좌동 191-10,오성문구앞,금모래길1/14A
384,가로등등주,남가좌동 191-10,오성문구앞,금모래길1/15A
385,가로등등주,남가좌동 191-10,오성문구앞,금모래길1/17A
386,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-1
387,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-2
388,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-3
389,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-4
390,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-5
391,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-6
392,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-7
393,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-8
394,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-9
395,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-10
396,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-11
397,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-12
398,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-13
399,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-14
400,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-15
401,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-16
402,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-17
403,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-18
404,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-19
405,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-20
406,가로등등주,충정로3가 1-35,동호아파트앞,금화장길1-21
407,가로등등주,남가좌동 379-2,삼성레미안104동앞,남가좌동길1-1
408,가로등등주,남가좌동 379-2,삼성레미안104동앞,남가좌동길1-2
409,가로등등주,남가좌동 379-2,삼성레미안104동앞,남가좌동길1-3
410,가로등등주,남가좌동 379-2,삼성레미안104동앞,남가좌동길1-4
411,가로등등주,남가좌동 379-2,삼성레미안104동앞,남가좌동길1-5
412,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-1
413,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-2
414,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-3
415,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-4
416,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-5
417,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-6
418,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-7
419,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-8
420,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-9
421,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-10
422,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-11
423,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-12
424,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-13
425,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-14
426,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-15
427,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-16
428,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-17
429,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-18
430,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-19
431,가로등등주,냉천동 260-1,세광교회 건너,냉천길1-20
432,가로등등주,현저동 204,독립문극동@ 108동옆,독립문공원길1-1
433,가로등등주,현저동 204,독립문극동@ 108동옆,독립문공원길1-2
434,가로등등주,현저동 204,독립문극동@ 108동옆,독립문공원길1-3
435,가로등등주,현저동 204,독립문극동@ 108동옆,독립문공원길1-4
436,가로등등주,현저동 204,독립문극동@ 108동옆,독립문공원길1-5
437,가로등등주,현저동 204,독립문극동@ 108동옆,독립문공원길1-6
438,가로등등주,현저동 204,독립문극동@ 108동옆,독립문공원길1-7
439,가로등등주,현저동 107,독립문극동@ 111동앞,독립문공원길2-8
440,가로등등주,현저동 207,독립문극동@ 111동앞,독립문공원길2-9
441,가로등등주,현저동 207,독립문극동@ 111동앞,독립문공원길2-10
442,가로등등주,현저동 207,독립문극동@ 111동앞,독립문공원길2-11
443,가로등등주,현저동 207,독립문극동@ 111동앞,독립문공원길2-12
444,가로등등주,현저동 207,독립문극동@ 111동앞,독립문공원길2-13
445,가로등등주,현저동 207,독립문극동@ 111동앞,독립문공원길2-14
446,가로등등주,현저동 207,독립문극동@ 111동앞,독립문공원길2-15
447,가로등등주,현저동 207,독립문극동@ 111동앞,독립문공원길2-16
448,가로등등주,현저동 207,독립문극동@ 111동앞,독립문공원길2-17
449,가로등등주,현저동 207,독립문극동@ 111동앞,독립문공원길2-18
450,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-1
451,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-2
452,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-3
453,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-4
454,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-5
455,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-6
456,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-7
457,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-8
458,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-9
459,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-10
460,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-12
461,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-13
462,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-14
463,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-15
464,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-16
466,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-18
467,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-19
468,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-20
469,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-21
470,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-22
471,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-23
472,가로등등주,천연동 48-2,세븐일레븐건너,독립문로1-24
474,가로등등주,창천동 5-55,아토규카츠앞,명물길1-1
475,가로등등주,창천동 5-55,아토규카츠앞,명물길1-2
476,가로등등주,창천동 5-55,아토규카츠앞,명물길1-3
477,가로등등주,창천동 5-55,아토규카츠앞,명물길1-4
478,가로등등주,창천동 5-55,아토규카츠앞,명물길1-5
479,가로등등주,창천동 5-55,아토규카츠앞,명물길1-6
480,가로등등주,창천동 5-55,아토규카츠앞,명물길1-8
481,가로등등주,창천동 5-55,아토규카츠앞,명물길1-9
482,가로등등주,창천동 5-55,아토규카츠앞,명물길1-10
483,가로등등주,창천동 5-55,아토규카츠앞,명물길1-11
484,가로등등주,창천동 5-55,아토규카츠앞,명물길1-12
485,가로등등주,창천동 5-55,아토규카츠앞,명물길1-13
486,가로등등주,창천동 2-33,봉구비어앞,명물길2-1
487,가로등등주,창천동 2-33,봉구비어앞,명물길2-2
488,가로등등주,창천동 2-33,봉구비어앞,명물길2-3
489,가로등등주,창천동 2-33,봉구비어앞,명물길2-4
490,가로등등주,창천동 2-33,봉구비어앞,명물길2-5
491,가로등등주,창천동 2-33,봉구비어앞,명물길2-6
492,가로등등주,창천동 2-33,봉구비어앞,명물길2-8
493,가로등등주,창천동 2-33,봉구비어앞,명물길2-9
494,가로등등주,창천동 2-33,봉구비어앞,명물길2-10
495,가로등등주,창천동 2-33,봉구비어앞,명물길2-11
496,가로등등주,창천동 2-33,봉구비어앞,명물길2-12
497,가로등등주,창천동 2-33,봉구비어앞,명물길2-13
498,가로등등주,창천동 2-33,봉구비어앞,명물길2-14
499,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1
500,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-2
501,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-3
502,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-4
503,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-5
504,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-6
505,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-7
506,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-8
507,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-9
508,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-10
509,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-11
510,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-12
511,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-13
512,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1A
513,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1B
514,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1C
515,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1D
516,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1E
517,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1F
518,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1G
519,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1H
520,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1I
521,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1J
522,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1K
523,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1L
524,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1M
525,가로등등주,남가좌동 115-73,서울종합사회복지건너,모래내길1-1N
526,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-1
527,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-2
528,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-3
529,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-4
530,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-5
531,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-6
532,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-7
533,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-8
534,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-9
535,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-10
536,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-11
537,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-12
538,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-13
539,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-14
540,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-15
541,가로등등주,남가좌동 115-73,서울종합사회복지앞,모래내길10-16
542,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1
543,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-2
544,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-3
545,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-4
546,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-5
547,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-6
548,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-7
549,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-8
550,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-9
551,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-10
552,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-11
553,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-12
554,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-13
555,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-14
556,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1A
557,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1B
558,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1C
559,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1D
560,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1E
561,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1F
562,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1G
563,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1H
564,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1I
565,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1J
566,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1K
567,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1L
568,가로등등주,남가좌동 331-21,한국종합경비건너,모래내길2-1M
